,cluster_label,cluster_mean_embedding,cluster_representative,cluster_size
0,1819,"[-3.78690213e-01  4.12774719e-02  2.42303219e-02 -7.70159066e-02
 -6.95904158e-03 -2.15984225e-01  4.63659428e-02 -1.49753680e-02
 -1.07728064e-01  1.32029980e-01 -1.17999613e-01  3.88166495e-02
 -1.17328249e-01 -9.62326601e-02 -6.49908781e-02  2.52790675e-02
  6.81371912e-02  7.97679052e-02  4.25176695e-04  9.97188091e-02
 -1.07402653e-01  9.39162169e-03 -1.48843573e-02  6.20542467e-03
  3.25387195e-02 -4.60244417e-02 -4.38813455e-02  4.15931828e-02
 -1.51722850e-02 -3.85574102e-02  1.25740981e-02 -3.86980064e-02
 -4.79555130e-02  2.00712066e-02 -4.07858975e-02  4.11198623e-02
 -1.30085558e-01  1.46230934e-02  4.03319746e-02  4.40857559e-02
 -2.59879287e-02 -1.03801815e-02 -1.19447820e-01 -1.28590778e-01
 -3.04721873e-02 -9.73152444e-02 -1.13366634e-01 -8.40568822e-03
  3.89255024e-02 -4.00941409e-02  1.25255866e-03 -3.86885554e-02
  8.22749138e-02  5.14655560e-03  5.76827340e-02  4.03315872e-02
  6.40875921e-02 -8.14823881e-02 -6.01634644e-02 -3.16326171e-02
 -1.10482968e-01  6.03989474e-02  2.75895521e-02  9.30779204e-02
 -1.78305525e-02  1.02075063e-01  5.40930294e-02  2.15679314e-02
 -5.79181425e-02  4.32149358e-02 -2.83120573e-03  6.96022362e-02
  1.11091761e-02 -3.65351960e-02  1.16868876e-02 -1.48392869e-02
  3.65301743e-02 -6.65387837e-03 -5.25234491e-02 -1.60376187e-02
  8.56870413e-03 -5.22613712e-02  3.65611985e-02  7.26660416e-02
 -2.41725277e-02  1.19710611e-02 -6.44935900e-03  1.09570315e-02
  2.36901473e-02 -4.09229547e-02 -6.32001311e-02 -2.21699406e-03
 -3.47533785e-02  3.96185033e-02  1.56048136e-02  2.77858283e-02
 -1.83887053e-02  6.31268844e-02  8.74555763e-03  1.75506938e-02
 -8.63941479e-03  2.55141109e-02  1.21680461e-02 -6.49092346e-03
 -4.92572822e-02  4.77491580e-02  6.08907454e-02 -3.45938317e-02
 -1.99506115e-02 -4.55951281e-02 -1.71724539e-02 -9.13646724e-03
 -4.99319844e-02  3.68651152e-02 -3.92473489e-02  1.25639876e-02
  6.69873729e-02 -1.74677779e-03 -4.80090640e-02  6.51337905e-03
  3.81610580e-02 -2.41439790e-02 -5.48108248e-03  1.90719012e-02
  2.38174926e-02  4.69045453e-02  4.34438288e-02  1.95460599e-02
 -2.89008711e-02  4.45042700e-02 -7.01812049e-03 -3.22824605e-02
 -1.56954844e-02 -4.63678548e-03 -1.53381191e-02  2.78726574e-02
 -1.93752553e-02  3.44967805e-02  3.30389775e-02 -9.42973141e-03
  1.26528591e-02  6.11299416e-03  2.65840087e-02  1.51372133e-02
  9.83968750e-03 -9.31525428e-04  5.15874065e-02 -1.63242314e-02
  9.95380618e-03 -1.02004064e-02 -3.44673134e-02  1.76986083e-02
 -8.07970390e-03  1.02385497e-02 -2.43255328e-02  3.63846086e-02
  2.95283869e-02  4.16726284e-02 -3.47224586e-02 -5.41585200e-02
  4.33332920e-02  2.38494948e-03  2.18652282e-02 -4.87843305e-02
 -4.34761494e-03 -3.56932025e-04  6.44724211e-03 -3.25036049e-02
  6.66838652e-03  2.73892879e-02 -6.74639037e-03  2.17768420e-02
 -2.47217659e-02 -3.29577401e-02  1.32733434e-02 -5.26351687e-05
 -2.71580387e-02  2.06916537e-02  7.60448538e-03  3.20145003e-02
  4.61052218e-03  2.35523190e-02 -2.00764146e-02  3.02720461e-02
 -6.37443736e-03 -5.50495461e-03 -3.34816650e-02 -5.68630034e-03
 -8.34054314e-03  1.44909173e-02  6.19573658e-03  3.07792053e-02
  2.20440105e-02 -1.20940553e-02 -2.28603724e-02  4.22421005e-03
 -1.01357773e-02 -8.36175401e-04 -2.13745981e-02  2.16997042e-02]",A slave named PERSON escapes from his master .,6
1,3493,"[-4.37071383e-01  1.18753448e-01 -4.41253558e-02  6.01207688e-02
  2.29582369e-01 -3.12630177e-01  2.31459826e-01  1.51822967e-02
 -7.52847493e-02  6.77806735e-02  1.86841264e-02  1.03312105e-01
 -4.94153574e-02 -3.17924470e-02 -2.83475593e-02 -4.69867792e-03
  4.41382527e-02  2.54992340e-02 -1.73639104e-01 -9.43544358e-02
  4.80371304e-02  8.85372236e-02  5.96928596e-02  5.36448928e-03
  6.81294128e-02  7.67748207e-02  5.03087603e-02  8.59714076e-02
 -4.75830305e-03  5.16679026e-02  9.90892202e-02  1.06154844e-01
  4.59047444e-02  4.15126160e-02  6.81531504e-02  5.28776497e-02
  3.50418035e-03  1.19150383e-03  6.08565062e-02 -3.62909883e-02
  4.82848892e-03  7.46065974e-02 -3.72880814e-03 -4.03809883e-02
  3.06741451e-04  1.90014311e-03 -7.47792572e-02 -1.65360584e-03
  2.24572923e-02  1.46157444e-02 -1.20230187e-02  3.60055105e-03
  3.29411663e-02  6.27690330e-02  3.48981954e-02  1.97942723e-02
  1.44609148e-02  2.59383842e-02  1.31364428e-02 -1.55572100e-02
 -2.07440667e-02  1.14912502e-02 -6.54052431e-03  2.31672674e-02
 -1.14571059e-03  1.32815782e-02  1.91582069e-02 -2.33804360e-02
  1.61685273e-02 -2.36350819e-02  1.75643973e-02  1.82601158e-02
 -1.56676676e-02  3.61892860e-03 -2.02759709e-02  2.38603894e-02
 -2.01428905e-02  1.27037875e-02 -4.83649857e-02  6.70560542e-03
  2.60343868e-03  2.54039075e-02 -1.98310502e-02 -1.00664729e-02
  1.44367412e-04 -3.08147771e-03  5.36788255e-03 -9.37718712e-03
  1.44954212e-02 -5.29072108e-03 -5.21393269e-02 -9.79586504e-03
  1.45130707e-02  3.04435585e-02 -2.91208718e-02  3.60085107e-02
 -6.58550812e-03 -4.94692067e-04 -2.00070366e-02  4.41845926e-03
 -4.90057562e-03  6.10898482e-03  2.37575751e-02 -9.45246220e-03
 -3.30155599e-03  1.66188609e-02 -6.68281969e-03  4.75189239e-02
 -7.75913242e-03  3.01414225e-02 -3.70152295e-03 -7.97635969e-03
  2.00299919e-02  6.26727641e-02  1.93827357e-02 -1.24541949e-02
  3.93568398e-03  1.02111809e-02 -2.64345370e-02 -4.26178612e-03
  2.25464534e-02  5.82050439e-03 -1.86368711e-02  2.91213137e-03
 -6.93787169e-03  3.52813397e-03 -6.42928667e-03  1.85023155e-02
 -1.31042302e-03  5.54022379e-03  2.91911289e-02 -2.02844962e-02
  1.19376574e-02  8.58667213e-03 -1.36144180e-02 -1.21951597e-02
  1.29784970e-02  1.35458820e-02 -3.95698706e-03 -4.18186653e-03
 -2.88397465e-02 -9.17313853e-04  2.13578250e-02  1.24777798e-02
  4.90652677e-03  3.42305154e-02 -1.44471126e-02  3.37118749e-03
 -4.68229922e-03  7.50266423e-04  1.94770861e-02 -1.49719585e-02
  1.97010813e-03 -7.46912835e-03 -5.40677411e-03  1.90229574e-03
 -7.49671459e-03  7.54367653e-03  9.56730917e-03  2.66441423e-03
 -1.53016280e-02  4.75950539e-03 -1.11573050e-02 -1.64652485e-02
  7.34476605e-04 -2.34728102e-02 -1.38522976e-03 -5.42620989e-03
 -1.20705627e-02  1.80901669e-03 -1.88258067e-02  2.31827353e-03
 -1.64060220e-02 -6.59085577e-03  5.29556768e-03  4.50894795e-03
  1.14417542e-02 -2.97468621e-03  1.32856006e-02  8.29213182e-04
  1.26102036e-02 -3.15127848e-03 -1.86706567e-03 -2.78443191e-03
  1.09933801e-02 -1.24118160e-02  1.07084392e-02  1.66338459e-02
 -2.30317675e-02  2.22568706e-04  7.01578974e-04  8.53288174e-03
  3.18221115e-02 -3.02939583e-02 -8.28830153e-03 -8.30982253e-03
  1.52564263e-02 -1.76026337e-02 -1.18088368e-02  1.31429331e-02]",He goes into the woods .,9
2,419,"[-4.7703940e-01  2.7079129e-01  2.4291715e-02  6.8180040e-02
 -1.4541633e-01 -5.1083714e-02  4.4225808e-02 -8.5709482e-02
  2.0935727e-02 -2.6499953e-02 -1.1036550e-01  9.0001021e-03
 -1.8088445e-02 -1.2701842e-01 -1.3732590e-02 -1.8276881e-02
 -1.1557417e-02  2.8829565e-02 -1.0352562e-02  8.2079731e-02
 -5.1193047e-02 -8.8070780e-02  8.8298582e-02 -8.9126723e-03
 -2.2891373e-03  2.9919481e-02 -8.0099180e-03  6.4395368e-02
 -5.0275825e-02  7.3243961e-02  1.6203022e-02 -4.6768993e-02
 -6.3078605e-02  3.7097178e-02 -2.0417918e-02 -2.2990054e-02
 -1.7751886e-02 -6.5718093e-03 -6.1420589e-03 -2.0660982e-03
  2.5834164e-02 -6.4775650e-03  2.0956493e-03  5.7888664e-02
 -4.9479557e-03  4.9201708e-02  3.1041369e-02 -6.6963546e-02
  3.2436479e-02 -6.9783772e-03 -1.5839066e-02  1.5455814e-02
  6.8574715e-03  6.4350761e-02  1.0883735e-02 -5.4230366e-02
  1.8972890e-02 -9.5078781e-02  5.4215580e-02  1.0879081e-02
  5.5021428e-02  7.3563531e-02 -5.9116993e-02  3.9193146e-02
 -7.0418812e-02 -2.9738244e-02  9.7758994e-03  1.3213810e-02
  4.3329533e-02  6.1317772e-02  8.7657599e-03 -9.9901855e-04
  5.9941679e-02  6.8053454e-02 -6.6145798e-03  3.0032298e-02
 -5.6301830e-03  6.8880175e-03 -1.1552742e-02  1.2678884e-02
  4.5303471e-02  9.9540129e-03  5.9912768e-03 -3.5399303e-02
  1.6394118e-02 -1.0783025e-02  4.6004444e-02  4.6011120e-02
  2.4468966e-02  2.9931020e-02  1.0875565e-02 -3.3589229e-02
 -6.9822893e-02 -2.7393268e-02 -2.2227606e-02 -5.2865534e-03
 -5.0594136e-02  1.6707856e-02 -1.8324960e-02  1.4050416e-02
  6.2873620e-03  4.0900335e-02  1.6045792e-02  9.8537039e-03
  1.1384091e-02 -5.9364669e-02 -2.8975688e-02  8.8753067e-03
 -1.4790281e-02  1.3033691e-02  4.3603387e-02  8.0967403e-04
  2.2199947e-02 -1.7347258e-02 -2.7321476e-02 -2.2586254e-02
  1.7973468e-02  3.9925408e-02  1.8593479e-02 -1.0426207e-02
  1.6370928e-02  4.5887444e-02 -3.0367663e-03  1.5570084e-03
  2.1977736e-02 -9.3117915e-03  1.7536534e-02  6.6655604e-03
  1.0030823e-02 -1.8057421e-02 -1.5685620e-02  8.6056506e-03
 -2.9605601e-03  1.6000349e-02 -7.1286489e-03 -2.9829765e-02
  1.2560282e-02 -1.4962995e-02  3.0048605e-02 -3.2314493e-03
 -7.2313268e-03 -3.1318121e-02  4.9468596e-04 -5.9895637e-03
  3.6659632e-02 -1.6870560e-02 -2.2233094e-03  4.8159985e-03
 -8.5034063e-03 -8.3494540e-03  8.4604248e-03 -1.3569059e-02
  1.5315042e-02 -6.3529896e-04  7.7849645e-03  4.6306208e-02
 -9.9233771e-03  2.6756916e-03  2.4616389e-02 -1.2314476e-02
 -2.4571843e-02 -2.8387865e-02 -4.1742600e-03 -2.4059336e-03
 -9.6671371e-04  1.5952107e-02  1.0905701e-02 -7.2921426e-03
 -1.5686667e-03 -2.9475812e-02 -1.0258684e-02  1.0100796e-02
 -1.5614704e-02  4.5513860e-03  1.0608594e-03 -2.9354994e-03
 -2.1217617e-03  2.1465367e-03 -1.8672856e-02 -1.2484545e-02
  2.1201121e-02 -6.4748316e-03  1.8910369e-02 -1.5354409e-02
 -5.8216327e-03 -8.1781270e-03 -1.6669055e-02 -1.2554784e-02
 -4.0789545e-03  3.2390817e-03  1.3492681e-02 -1.6522689e-02
  1.4768723e-02 -6.0343663e-03 -1.4199906e-02  2.1746246e-02
  3.7691096e-04 -9.3030911e-03  9.7508188e-03  2.8859222e-02]",The lion is released from its den and attacks PERSON .,17
3,4886,"[-4.00831789e-01  8.35153684e-02 -2.32245177e-02 -2.59878993e-01
  2.31997535e-01  8.77190530e-02  2.39226416e-01 -3.04236323e-01
 -4.21088971e-02  8.98437854e-03 -3.43050919e-02  5.96955270e-02
 -1.30373418e-01 -7.61804059e-02  2.17336025e-02 -7.92901292e-02
  6.49394393e-02  9.13811997e-02  1.68619007e-02  8.07107314e-02
 -2.88600232e-02  3.64170820e-02 -6.81017265e-02  5.88179342e-02
  2.93745343e-02 -4.59233522e-02  3.73245925e-02 -1.73339136e-02
  5.92669062e-02 -1.84948761e-02  1.70665234e-02 -4.59392481e-02
  5.38408644e-02  1.08454414e-01  4.08272110e-02 -4.00953516e-02
  2.00309139e-02 -1.14165172e-02 -3.52891795e-02 -2.46068165e-02
 -7.89715722e-02 -9.50804353e-02 -6.08317889e-02  2.59991903e-02
  1.00833111e-01  4.66972254e-02  2.71911398e-02 -5.73475324e-02
  5.15787676e-03  1.77704077e-03 -1.28905699e-01 -1.09135443e-02
 -4.80660051e-03 -2.64053028e-02  1.22719616e-01 -9.47411545e-03
 -1.27146235e-02  1.03046983e-01  1.88870896e-02  1.56493951e-02
  9.15082172e-04 -1.21154087e-02  2.97443643e-02 -1.03699036e-01
 -8.92373919e-03 -2.82087419e-02  1.36198690e-02 -1.84278041e-02
  2.62031648e-02 -1.96386948e-02  5.68373241e-02 -1.21733174e-03
 -4.14741151e-02  8.70118290e-03  4.08422314e-02  2.69527850e-03
  4.89743240e-03  4.91291611e-03 -3.12007125e-02  1.14168599e-03
  3.74021009e-02 -3.72963324e-02  1.53980160e-03  3.16722430e-02
  4.04012725e-02 -1.01007037e-02  1.38437366e-02 -4.60228771e-02
  1.19118700e-02 -3.40122171e-02 -3.28686903e-03  1.42810643e-02
  5.81211708e-02 -8.62055551e-03  1.99674293e-02  2.38148626e-02
 -4.31907130e-03 -1.43673392e-02  5.42679196e-03 -1.87186096e-02
 -4.82450053e-03  7.32926205e-02 -2.01865211e-02  3.35682519e-02
 -8.39091558e-03 -3.66900750e-02  4.50178385e-02  2.27719750e-02
  7.35346973e-03 -1.18818088e-02  3.59678455e-02  1.79297496e-02
  2.30025277e-02 -5.58734238e-02 -9.21739731e-03 -1.97117086e-02
 -9.71436594e-03  3.37981875e-03  3.49741313e-03 -3.19721960e-02
 -1.45862075e-02  3.82300057e-02 -4.90465108e-03 -1.44970277e-02
 -3.62031087e-02  1.62325632e-02 -3.93229984e-02 -3.26181464e-02
 -2.01706830e-02  9.94918123e-03 -3.05248722e-02 -1.53219672e-02
 -2.75051501e-02 -3.59776733e-03 -3.33565623e-02  2.52293586e-03
 -1.97686348e-03  1.18037136e-02 -8.87108326e-04  2.45667435e-03
  1.14394138e-02 -1.11686299e-02  1.30308764e-02 -3.66900451e-02
  1.26342960e-02 -1.37238288e-02  1.36639057e-02 -2.86677722e-02
 -1.37136392e-02 -2.22742315e-02 -3.18197943e-02  1.04117468e-02
  1.79949310e-02 -6.72570383e-03  2.52490770e-02 -1.52374583e-03
  2.20702942e-02  2.29452569e-02 -2.48678531e-02 -6.16002688e-03
 -1.02839908e-02 -2.07800455e-02 -1.38475103e-02 -1.29961101e-02
  5.22146886e-03 -3.33548002e-02  2.83817276e-02  5.25023462e-03
 -1.22202309e-02  1.62918083e-02  1.62815768e-02 -1.64280143e-02
 -1.55729568e-02  6.11971505e-03 -9.56591312e-03  2.25415844e-02
 -3.18364426e-02  6.04233379e-03  2.26295344e-03 -2.78541949e-02
  2.16941442e-02 -2.34957021e-02  1.05223134e-02  7.90235680e-03
 -1.93442702e-02 -8.73196591e-03  1.00976294e-02  3.20639531e-03
  3.71384644e-03 -6.37586555e-03  4.78083873e-03 -1.44401332e-02
  1.75304767e-02 -3.00761610e-02 -1.85938858e-04 -6.68739760e-03
 -5.20397117e-03 -2.49768910e-03 -1.75646227e-02 -1.75132714e-02]",PERSON is frightened and confused .,6
4,4122,"[-3.39389741e-01  1.71152949e-01  1.07499048e-01  1.62945330e-01
  5.16579300e-02 -1.90758377e-01 -1.48272306e-01 -1.77860260e-01
 -3.18886340e-02  6.17239624e-02 -6.75740186e-03  5.78560270e-02
  1.98362514e-01  7.14579318e-03  3.51874232e-02  1.27740175e-01
  1.84943974e-02  4.48523834e-02 -9.81716886e-02  1.74358472e-01
 -1.97799336e-02 -8.67979378e-02  1.45890951e-01  4.92594391e-02
 -1.45406928e-02  4.85047847e-02 -3.11976839e-02  3.98665555e-02
  3.55669037e-02  3.27439941e-02 -6.18207604e-02 -7.65712410e-02
 -1.62432622e-02  6.17894530e-03 -7.58003742e-02 -1.20881438e-01
  6.97949994e-03  9.55188181e-03 -7.71121532e-02 -1.02772415e-01
  3.00750285e-02 -1.58023313e-02 -4.83370796e-02  4.56090681e-02
  6.75127059e-02  1.11658685e-02  1.83589477e-03 -1.16260223e-01
 -3.70547101e-02  9.05397348e-03  1.20414114e-02  2.99897660e-02
  3.44875604e-02  3.42958793e-02 -1.07544605e-02 -8.83380473e-02
  7.52062723e-02 -2.07850710e-02  7.30290264e-02  1.07804388e-02
  9.78856459e-02  1.44923367e-02 -3.93591076e-02  1.82319358e-02
 -3.92099358e-02 -3.53826955e-02 -5.08030355e-02  8.44808742e-02
 -1.56650543e-02  4.93121669e-02  4.27527353e-02 -4.25116830e-02
  5.85905537e-02  2.17377534e-03 -1.04959924e-02 -1.26969423e-02
  6.02012835e-02  1.33459596e-03  1.48247834e-03  1.60663947e-02
  2.29878202e-02  2.04008985e-02  2.89466232e-02 -2.29710694e-02
  1.81941669e-02 -6.49965852e-02  6.86670840e-02  4.15181592e-02
  3.24750431e-02 -3.17149088e-02  4.09296900e-02 -3.76351811e-02
 -5.16288318e-02 -2.65378430e-02  1.26744397e-02  1.71824098e-02
 -7.82215372e-02  1.60347554e-03 -1.60878226e-02  1.90902269e-03
 -1.35472510e-02 -1.33107984e-02  1.33098140e-02  6.57699704e-02
  2.54669357e-02 -3.92602608e-02 -1.93291344e-02  1.14621473e-02
  1.52730225e-02 -1.08774770e-02  6.22494668e-02 -8.80206190e-03
  3.64514850e-02 -3.15419957e-02  1.35180652e-02 -3.66076194e-02
  2.26956904e-02 -3.95155232e-03  1.58844329e-02  8.62443261e-03
 -2.53712712e-03  4.58256751e-02  2.93211755e-03  2.10540136e-03
  3.22436094e-02  1.16552785e-02  3.12669910e-02  3.86050530e-02
  3.20107192e-02 -1.96083505e-02 -8.53449665e-03 -2.54250448e-02
 -1.63362008e-02 -2.14509238e-02 -1.81358010e-02 -4.25584577e-02
 -1.99483223e-02 -3.25003266e-03  3.40543012e-03 -3.47067825e-02
  1.47173684e-02 -1.77579783e-02 -1.33111170e-02  2.75433660e-02
  2.20173262e-02 -2.00447626e-02  1.49421021e-02  1.72658861e-02
 -2.64370535e-03 -9.41567123e-07  1.32686459e-02 -1.24427751e-02
  1.51165482e-03  9.24338121e-03  1.68661773e-02  2.98989341e-02
  3.33684403e-03 -2.73941141e-02  2.50609741e-02  1.68412663e-02
 -1.24500077e-02 -1.19912839e-02 -1.46120936e-02  2.05006544e-02
  1.99101418e-02  1.50462445e-02 -2.48942315e-03  2.71380376e-02
  3.94851388e-03 -2.48627048e-02 -9.93400440e-03  1.17172459e-02
 -7.96257984e-04 -4.70669791e-02  3.58431116e-02  2.18223920e-03
 -8.28323700e-03 -8.90206080e-03  3.00468761e-03 -1.44284694e-02
 -1.47113577e-02 -3.64930294e-02  1.22461729e-02  3.69898751e-02
 -2.76903063e-02  1.31180277e-02 -3.20222713e-02  1.71511658e-02
  4.62051108e-02  1.71312205e-02 -2.12334562e-03 -3.25917033e-03
 -5.03220037e-03 -3.15835141e-02  2.85281707e-03  2.22326890e-02
 -6.82862103e-03 -1.00141345e-02 -1.29295308e-02  1.46906339e-02]","The lion does not chase PERSON , and he turns back .",4
5,4304,"[-2.48405322e-01  2.03876376e-01 -9.27928910e-02 -1.02355322e-02
  5.60748093e-02 -7.43879750e-02 -6.31046519e-02 -3.31081927e-01
  3.19208875e-02  7.79648945e-02 -7.46514499e-02 -3.17595876e-03
  4.57220040e-02 -2.23931327e-01 -1.62181780e-02 -5.80976792e-02
 -6.88411370e-02  6.78009838e-02  6.72102496e-02  1.20315708e-01
 -9.64418426e-02 -1.90148875e-01  7.25897476e-02 -6.92784861e-02
  5.97381080e-03 -1.05549894e-07  2.63402537e-02  1.28534779e-01
 -8.92396346e-02  1.60478413e-01  3.08817369e-03 -5.53282211e-03
 -5.38381226e-02 -2.50769462e-02 -4.88333702e-02 -4.37304564e-02
  2.81798486e-02  3.18662859e-02  3.09118982e-02 -5.41305281e-02
 -5.93077391e-03  5.93391107e-03  2.06868872e-02  2.68009882e-02
  9.55804586e-02 -3.14287096e-02  7.15182275e-02 -5.88680506e-02
  7.89459795e-03  1.35612860e-02  1.52964669e-03 -1.28616216e-02
 -5.69246709e-02  1.32885948e-02  2.16709566e-03 -1.55469747e-02
  2.49506664e-02 -4.76924293e-02  5.83193265e-02 -5.14464034e-03
  1.06736474e-01  2.09757462e-02 -6.52822852e-02  1.01253249e-01
 -7.44929910e-02 -1.24288671e-01 -9.65266898e-02  1.28914759e-01
 -2.47352067e-02  2.40588542e-02 -9.47034582e-02 -1.22288344e-02
  4.62097935e-02  5.87696284e-02  2.03788579e-02  1.49671165e-02
  1.01521835e-02  7.13619888e-02 -2.64099892e-02  8.58965516e-03
  6.88524470e-02 -1.86994988e-02  8.33897945e-03 -5.51114194e-02
  3.54919606e-03 -6.83162874e-03  9.93677229e-03  9.56285372e-02
  2.29452997e-02 -5.92803694e-02  3.69322747e-02 -3.07689626e-02
 -6.53318986e-02  2.26842519e-02  2.17148270e-02  2.28104349e-02
 -4.41500545e-02 -4.47171032e-02 -2.42736544e-02 -1.87522788e-02
 -4.34952565e-02  5.02002239e-02 -3.86086595e-03  2.98782643e-02
 -3.10091283e-02 -6.23448789e-02 -1.08368648e-02 -2.25648265e-02
 -2.95416098e-02 -6.67030439e-02  5.61735779e-02 -6.65292963e-02
  1.38420314e-02 -2.33157482e-02  5.70251979e-02  4.97241179e-03
  1.17030432e-02  5.31246811e-02 -3.69934109e-03  2.16615554e-02
 -3.84323709e-02  1.77164620e-03  4.59120162e-02  1.13879023e-02
  2.34657004e-02  5.38198501e-02  1.90452132e-02  4.39211838e-02
  3.10432296e-02  3.65430340e-02 -3.19777019e-02 -1.31296962e-02
 -4.33523655e-02  3.30403484e-02 -4.61751223e-03 -2.91779283e-02
  1.50230899e-02  1.46476424e-03  4.40072715e-02  4.07884270e-02
  1.54676884e-02 -8.66723247e-03  2.97011565e-02 -8.22962914e-03
  4.11708839e-02  2.15097833e-02  2.99754622e-03  5.11074066e-03
 -5.68451779e-03  3.92514989e-02  1.05430058e-03  4.93261330e-02
 -2.00998615e-02  7.64047280e-02  5.51280044e-02  8.36767554e-02
  1.56049989e-02  2.89912131e-02  1.86057761e-02 -3.16832364e-02
  5.05830906e-03 -1.20546846e-02  6.24269573e-03 -6.64706575e-03
 -2.78952699e-02  2.63274293e-02  5.51207364e-03 -2.74339318e-02
  3.63857746e-02 -3.75513248e-02 -2.33646724e-02 -2.58033704e-02
  3.03063225e-02  9.45567247e-03 -1.83593389e-02 -8.21333099e-03
  4.34464402e-03  1.08531378e-02 -4.14072759e-02  3.04456074e-02
 -2.44516302e-02 -6.45620674e-02 -1.48985870e-02 -1.23319530e-03
 -5.00872545e-02  3.06664687e-02 -2.83067599e-02 -3.41885388e-02
  1.24402344e-02  3.30440607e-03  5.31985564e-03  8.36401153e-03
  2.58751661e-02 -2.66811922e-02  2.52403617e-02  1.29242949e-02
  2.33254340e-02  1.13122510e-02  2.43016146e-03  2.59471238e-02]","The lion , limping and holding its forepaw , approaches PERSON .",3
6,2635,"[-4.82029229e-01  1.72014847e-01 -1.16088524e-01  8.71512964e-02
 -1.79116353e-01 -3.76512818e-02 -5.79748070e-03 -1.81018084e-01
 -9.84260812e-04  2.27346923e-02  4.13332321e-03 -5.43954372e-02
  3.05349678e-02 -1.03545606e-01  1.66480262e-02 -3.29143222e-04
  5.68130501e-02 -7.63354532e-04 -1.03922682e-02  8.74603167e-02
  3.35281715e-02 -1.26551375e-01  9.29677114e-02 -8.07707980e-02
  1.35054011e-04  4.12685573e-02  7.90249258e-02  9.90467295e-02
 -9.94824395e-02  1.13513589e-01 -1.51721817e-02 -1.07304156e-02
 -1.24363311e-01  3.93479643e-03 -1.51564209e-02 -1.86137650e-02
 -4.75627407e-02  1.75098944e-02  9.67362337e-03 -5.94902672e-02
  6.27441555e-02 -5.09169996e-02 -5.18245576e-03  2.04650909e-02
  4.26283889e-02 -3.72234210e-02 -6.96419086e-03 -7.30671808e-02
  6.53331950e-02  5.82173131e-02 -1.59067251e-02 -1.52489915e-02
 -2.37229131e-02  4.56408821e-02 -1.87374000e-02  2.76353620e-02
  5.27240150e-02 -8.00216477e-03  1.08010411e-01  1.51262712e-02
  1.47784529e-02  1.19542098e-02 -1.08839788e-01  2.69786734e-02
 -7.55545348e-02 -3.44975814e-02 -8.29715729e-02  2.65316702e-02
  2.36299895e-02  6.77106827e-02 -3.51076648e-02  5.24055660e-02
  1.65628064e-02  7.14262873e-02  2.59986729e-03  1.30345114e-03
  1.48999160e-02  6.17277361e-02 -6.05657622e-02  2.15303022e-02
  2.29832102e-02  2.30728872e-02 -1.74003579e-02 -6.28800616e-02
  2.05158237e-02 -1.71594303e-02  4.37304899e-02  2.90945489e-02
  2.51267385e-02 -9.53578483e-03 -7.31260004e-03 -1.64672453e-02
 -9.79248956e-02 -1.07282270e-02 -3.35686863e-03  1.97324641e-02
 -4.30424884e-02 -8.84242170e-03 -1.28503647e-02  1.61091033e-02
 -2.62641441e-02  3.63045856e-02  5.14076762e-02  5.52679710e-02
  3.63491811e-02 -7.86166117e-02  2.62878090e-02 -1.29263569e-02
 -3.23199630e-02 -1.71298310e-02  7.45906979e-02 -6.05395949e-03
  4.45070639e-02 -3.71848536e-03 -1.85011588e-02  1.27613470e-02
 -1.70832537e-02  8.51609651e-03  2.26856489e-02  2.34372206e-02
  4.35203053e-02  2.85575651e-02  1.76379159e-02  1.56725403e-02
  1.81532539e-02 -5.90467080e-03  5.74572869e-02  2.64939219e-02
  3.95740308e-02 -1.01163529e-03 -2.97993030e-02 -3.12900133e-02
 -2.42226385e-02  3.83423977e-02 -7.76998373e-03 -4.11995538e-02
  1.24608176e-02  2.24621408e-03  1.88887697e-02 -2.05310974e-02
  5.94282662e-03 -2.89176237e-02 -2.74314154e-02  1.42536927e-02
  4.03207056e-02  1.12278583e-02  1.14880549e-02 -1.86792072e-02
  1.47535251e-02 -1.98825262e-02  1.95307285e-02 -3.56203988e-02
 -1.51823531e-03  3.51132378e-02  4.62514767e-03  4.78911884e-02
  9.31065006e-04 -5.56870596e-03  2.91427933e-02  1.48788989e-02
  7.93848746e-03 -9.65087023e-03  8.93654395e-03 -1.95927285e-02
  1.51609778e-02  2.42668223e-02  1.33221457e-02 -1.65375490e-02
 -2.34344415e-03  2.18689162e-02 -1.02116782e-02 -1.52886063e-02
 -5.45519730e-03  3.14629786e-02 -8.03043973e-03 -1.25157302e-02
  1.47265894e-02 -7.05693662e-03 -4.57895212e-02 -7.50903133e-03
  2.23543756e-02 -2.26192567e-02  1.75290238e-02 -2.53277812e-02
 -3.47704650e-03  1.25197945e-02 -2.50868089e-02 -2.49115564e-03
  3.19832354e-03  1.21384219e-03  1.47298900e-02 -9.21351544e-04
  1.90255158e-02 -6.09971071e-03 -3.11825071e-02  7.41736637e-03
  1.37980683e-02  3.42509302e-04  1.61838364e-02  3.15416269e-02]",Androcles removes the thorn from the lion 's paw .,14
